"MATERIA";"CURSO";"NIVEL";"DEPARTAMENTO";"NOMBRE";"CREDITOS"
IEL1;"270";PREG;IELE;ELSISPOT;3
IEL1;"271";PREG;IELE;LAB. FUND. SIST. POTENCIA;0
IEL1;"272";PREG;IELE;ANALISIS DE INCERTIDUMBRE;3
IEL1;"280";PREG;IELE;TEOR.SENALES;3
IEL1;"280";PREG;IELE;TEOR.SENALES        ;3
IEL1;"280";PREG;IELE;TEORIA SEÑALES;3
IEL1;"280";PREG;IELE;TEORIA DE SEÑALES;3
IEL1;"284";PREG;IELE;TRATAMIENTO DIGITAL DE IMAGENE;3
IEL1;"295";PREG;IELE;MICROPROCESADORES;3
IEL1;"296";PREG;IELE;LABORATORIO MICROPROCESADORES;0
IEL1;"300";PREG;IELE;SEMINARIO PROYECTO;1
IEL1;"300";PREG;IELE;SEMINARIO DE PROYECTO;0
IEL1;"300";PREG;IELE;SEM.PROYECTOS;0
IEL1;"300";PREG;IELE;SEM.PROY;0
IEL1;"3001";PREG;IELE;OPTIMIZACION;3
IEL1;"3002";PREG;IELE;ECONOMIA DE LA INGENIERIA;3
IEL1;"3002";PREG;IELE;ECON. DE LA INGENIERIA;3
IEL1;"301";PREG;IELE;PROYECTO DE GRADO;3
IEL1;"301";PREG;IELE;PROY.GRADO;3
IEL1;"302";PREG;IELE;SEMINARIO PROYECTO;0
IEL1;"303";PREG;IELE;PROB.ESP(NUM.   )  ;3
IEL1;"303";PREG;IELE;PROBLEMA ESPECIAL (NUMERICO);3
IEL1;"303";PREG;IELE;PROBLEMA ESPECIAL (NUM);3
IEL1;"304";PREG;IELE;PROBLEMA ESPECIAL(CUALIT);3
IEL1;"304";PREG;IELE;PROB.ESP(CUAL   );3
IEL1;"304";PREG;IELE;PROB.ESP(CUAL   ) ;3
IEL1;"304";PREG;IELE;PROBLEMA ESPECIAL (CUALI);3
IEL1;"307";PREG;IELE;CONSTRUCC.REDES PETRI;3
IEL1;"307";PREG;IELE;CONTROL SECUENCIAL Y REDES DE ;3
IEL1;"307";PREG;IELE;DISE. SIST. EN TIEMPO REAL;3
IEL1;"309";PREG;IELE;ANAL. DE TIEMPO-FRECUENCIA;3
IEL1;"310";PREG;IELE;INTRODUCCION REDES NEURONALES;3
IEL1;"310";PREG;IELE;REDES NEURONALES;3
IEL1;"3101";PREG;IELE;SIST. INSTRUM. ELECTRONICA;3
IEL1;"3102";PREG;IELE;LABOR.DE SIST.INTRU.ELECTRONIC;0
IEL1;"3103";PREG;IELE;DISEÑO INSTRU. BIOMEDICA;3
IEL1;"3104";PREG;IELE;LAB. INSTR. BIOMEDICA;0
IEL1;"3105";PREG;IELE;EQUIPOS MEDICOS;3
IEL1;"3106";PREG;IELE;TALLER DE BIOINGENIERIA;3
IEL1;"311";PREG;IELE;TRAT. DIGITAL CON DSPS;3
IEL1;"312";PREG;IELE;ECON. ELECTRICIDAD;3
IEL1;"313";PREG;IELE;REGULACION Y MERCADOS DE ENERG;3
IEL1;"315";PREG;IELE;INSTRUMENTACION VIRTUAL;3
IEL1;"315";PREG;IELE;SIST. INSTRUM. ELECTRONICA;3
IEL1;"316";PREG;IELE;LABOR.DE SIST.INTRU.ELECTRONIC;0
IEL1;"320";PREG;IELE;LABORATORIO DE CONTROL;1
IEL1;"320";PREG;IELE;LABORATORIO DE CONTROL;0
IEL1;"3201";PREG;IELE;CONTROL POR COMPUTADOR;3
IEL1;"3202";PREG;IELE;TALLER DE CONTROL;3
IEL1;"321";PREG;IELE;CONTROL POR COMPUTADOS;3
IEL1;"322";PREG;IELE;OPTIMIZACION;3
IEL1;"322";PREG;IELE;OPTIMIZACION        ;3
IEL1;"323";PREG;IELE;TALLER EN CONTROL;3
IEL1;"323";PREG;IELE;TALLER DE CONTROL;3
IEL1;"324";PREG;IELE;SISTEMAS NO LINEALES;3
IEL1;"324";PREG;IELE;CINETICA APLI.DISEÑO REAC;3
IEL1;"325";PREG;IELE;ECON. INGENIERIA;3
IEL1;"325";PREG;IELE;AUTOMATIZACION INDUSTRIAL;3
IEL1;"330";PREG;IELE;ELECTRONICA;3
IEL1;"3301";PREG;IELE;TRAT. DIGITAL CON DSPS;3
IEL1;"3302";PREG;IELE;DSPSS;3
IEL1;"3401";PREG;IELE;ANALISIS DE SISTEMAS POTENCIA;3
IEL1;"3401";PREG;IELE;ANALISIS SISTEMAS POTENCIA;3
IEL1;"3402";PREG;IELE;TALLER DE POTENCIA;3
IEL1;"3403";PREG;IELE;REGU. SERVICIOS PUBLICOS;3
IEL1;"3404";PREG;IELE;TALL. PLAN. ELECT.;3
IEL1;"3405";PREG;IELE;CALIPOTELEC BAJA TENSION;3
IEL1;"3406";PREG;IELE;LABORATORIO CALIPOTELEC;0
IEL1;"3407";PREG;IELE;TALLER ELECTRONICA DE POTENCIA;3
IEL1;"3408";PREG;IELE;LAB. ELECTRONICA DE POTENCIA;0
IEL1;"3409";PREG;IELE;AUTOMATIZACION SUBESTACIONES;3
IEL1;"3410";PREG;IELE;ECON. ELECTRICIDAD;3
IEL1;"3411";PREG;IELE;REGULACION Y MERCADOS DE ENERG;3
IEL1;"344";PREG;IELE;FILTROS DIGITALES;3
IEL1;"345";PREG;IELE;TRATAMIENTO DE IMÁGENES;3
IEL1;"345";PREG;IELE;TRATAMIENTO DE IMAGENES;3
IEL1;"3501";PREG;IELE;FILTROS DIGITALES;3
IEL1;"3502";PREG;IELE;TRATAMIENTO DE IMAGENES;3
IEL1;"3503";PREG;IELE;SISTEMAS NO LINEALES;3
IEL1;"351";PREG;IELE;LABORATORIO ELECTRONICA;1
IEL1;"3601";PREG;IELE;COMUNICACIONES;3
IEL1;"3602";PREG;IELE;LAB. COMUNICACIONES;0
IEL1;"3603";PREG;IELE;REDES DE TELECOMUNICACIONES;3
IEL1;"3604";PREG;IELE;TALLER DE COMUNICACIONES;3
IEL1;"3605";PREG;IELE;SIMULAC.EVENTOS DISCRETOS;3
IEL1;"3606";PREG;IELE;DISEÑO DE ANTENAS;3
IEL1;"3607";PREG;IELE;SISTEMAS DE COMUNICACIONES;3
IEL1;"3608";PREG;IELE;TELEGRAFICO Y DISEÑO DE;3
IEL1;"3608";PREG;IELE;TELETRAFICO Y DISEÑO DE;3
IEL1;"3609";PREG;IELE;FIBRA OPTICA;3
IEL1;"362";PREG;IELE;DISEÑO INSTRU. BIOMEDICA;3
IEL1;"362";PREG;IELE;INSTRUMENTACION BIOMEDICA;3
IEL1;"363";PREG;IELE;EQUIPOS MEDICOS;3
IEL1;"364";PREG;IELE;LAB. INSTR. BIOMEDICA;0
IEL1;"365";PREG;IELE;FIBRA OPTICA;3
IEL1;"367";PREG;IELE;DSPSS;3
IEL1;"370";PREG;IELE;ANSISPOT;3
IEL1;"370";PREG;IELE;ANALISIS SISTEMAS POTENCIA;4
IEL1;"370";PREG;IELE;ANALISIS SISTEMAS POTENCIA;3
IEL1;"3701";PREG;IELE;DISEÑO SIST. EN TIEMPO REAL;3
IEL1;"3702";PREG;IELE;ANAL. DE TIEMPO-FRECUENCIA;3
IEL1;"3703";PREG;IELE;REDES NEURONALES;3
IEL1;"371";PREG;IELE;TALLER DE POTENCIA;3
IEL1;"372";PREG;IELE;TALL. PLAN. ELECT.;3
IEL1;"372";PREG;IELE;ENERGIA NUCLEAR;3
IEL1;"380";PREG;IELE;COMUNICACIONES;3
IEL1;"383";PREG;IELE;LAB. COMUNICACIONES;0
IEL1;"383";PREG;IELE;LAB.COMUNIC;0
IEL1;"383";PREG;IELE;LAB.COMUNICACIONES;0
IEL1;"384";PREG;IELE;REDES DE TELECOMUNICACIONES;3
IEL1;"385";PREG;IELE;TALLER DE COMUNICACIONES;3
IEL1;"386";PREG;IELE;SIMULAC.EVENTOS DISCRETOS;3
IEL1;"387";PREG;IELE;DISEÑO DE ANTENAS;3
IEL1;"390";PREG;IELE;SISTEMAS DE COMUNICACIONES;3
IEL1;"391";PREG;IELE;TELEGRAFICO Y DISEÑO DE;3
IEL1;"394";PREG;IELE;CALIPOTELEC BAJA TENSION;3
IEL1;"395";PREG;IELE;REGU. SERVICIOS PUBLICOS;3
IEL1;"396";PREG;IELE;LABORATORIO CALIPOTELEC;0
IEL1;"397";PREG;IELE;TALLER ELECTRONICA DE POTENCIA;3
IEL1;"398";PREG;IELE;LAB. ELECTRONICA DE POTENCIA;0
IEL1;"3990";PREG;IELE;INSCRIPCION A GRADO;0
IEL1;"400";POST;IELE;SEMINARIO MAGISTER;3
IEL1;"400";POST;IELE;SEMINARIO MAGISTER 1;1
IEL1;"400";POST;IELE;SEMINARIO MAGISTER 1;0
IEL1;"4000";POST;IELE;SEMINARIO MAGISTER;0
IEL1;"4001";POST;IELE;SEMINARIO MAGISTER 1;0
IEL1;"4002";POST;IELE;SEMINARIO MAGISTER 2;0
IEL1;"4003";POST;IELE;PROCESOS ESTOCASTICOS;4
IEL1;"4004";POST;IELE;OPTIMIZACION;4
IEL1;"4004";POST;IELE;TECNICAS DE OPTIMIZACION;4
IEL1;"4005";POST;IELE;ECONOMIA DE LA INGENIERIA;4
IEL1;"4006";POST;IELE;CONFIABILIDAD;4
IEL1;"4007";POST;IELE;COMPUTACION SOFT.;4
IEL1;"4008";POST;IELE;CURSO TUTORIAL;4
IEL1;"4009";POST;IELE;REDES NEURONALES;4
IEL1;"401";POST;IELE;SEMINARIO MAGISTER 2;1
IEL1;"401";POST;IELE;SEMINARIO MAGISTER;3
IEL1;"4010";POST;IELE;PROBLEMA ESPECIAL;4
IEL1;"4011";POST;IELE;PROYECTO ESPECIAL 1;4
IEL1;"4012";POST;IELE;PROYECTO ESPECIAL 2;4
IEL1;"4013";POST;IELE;TESIS 2;4
IEL1;"4014";POST;IELE;TESIS 1;4
IEL1;"4015";POST;IELE;TESIS 2;8
IEL1;"405";POST;IELE;PROCESOS ESTOCASTICOS;4
IEL1;"405";POST;IELE;SISTEMAS ESTOCASTICOS;3
IEL1;"405";POST;IELE;PROCESOS ESTOCASTICOS;3
IEL1;"406";POST;IELE;OPTIMIZACION;3
IEL1;"406";POST;IELE;TECNICAS DE OPTIMIZACION;3
IEL1;"406";POST;IELE;TECNICAS DE OPTIMIZACION;4
IEL1;"407";POST;IELE;PROBLEMA ESPECIAL;3
IEL1;"407";POST;IELE;PROBLEMA ESEPECIAL;4
IEL1;"407";POST;IELE;PROBLEMA ESPECIAL;4
IEL1;"4070";POST;IELE;AS.GRAD.ING.ELECTRI Y ELECTRON;0
IEL1;"408";POST;IELE;CURSO TUTORIAL;4
IEL1;"4101";POST;IELE;INSTRUMENTACION BIOMEDICA;4
IEL1;"415";POST;IELE;ONDITAS Y CAOS;3
IEL1;"415";POST;IELE;ONDITAS Y CAOS;4
IEL1;"416";POST;IELE;DISEQO DE REDES INHALAMBRICAS;4
IEL1;"416";POST;IELE;DISEÑO DE REDES INHALAM.;3
IEL1;"418";POST;IELE;TEORIA DE COMUNICACIONES;4
IEL1;"418";POST;IELE;TEORIA DE COMUNICACIONES;3
IEL1;"4201";POST;IELE;CONTROL SECUENCIAL REDES;4
IEL1;"4202";POST;IELE;CONTROL OPTIMO;4
IEL1;"4203";POST;IELE;CONTROL POR COMPUTADOR;4
IEL1;"4204";POST;IELE;TOPICOS AVANZADOS EN CONTROL;4
IEL1;"4205";POST;IELE;CONTROL AVANZADO;4
IEL1;"4206";POST;IELE;CONTROL EN TIEMPO REAL;4
IEL1;"4207";POST;IELE;SIST. LINEALES MULT. VARIABLES;4
IEL1;"4208";POST;IELE;CONTROL HIBRIDO;4
IEL1;"4210";POST;IELE;SISTEMAS DECONTROL INTELIGENTE;4
IEL1;"423";POST;IELE;CONTROL SECUENCIAL REDES;4
IEL1;"425";POST;IELE;CONTROL OPTIMO;3
IEL1;"425";POST;IELE;CONTROL OPTIMO;4
IEL1;"427";POST;IELE;CONTROL POR COMPUTADOR;3
IEL1;"427";POST;IELE;CONTROL POR COMPUTADOR;4
IEL1;"4302";POST;IELE;DISEÑO ELECTRON.ALTA FREC.;4
IEL1;"4302";POST;IELE;DISEQO ELECTRON.ALTA FRECUENCI;4
IEL1;"4303";POST;IELE;FILTROS DIGITALES;4
IEL1;"4304";POST;IELE;DISEÑO CIRCUITOS INTEGRADOS;4
IEL1;"4305";POST;IELE;TECNICAS AVANZADAS EN DISEÑO;4
IEL1;"4305";POST;IELE;TECNICAS AVANZADAS EN DISEQO;4
IEL1;"4306";POST;IELE;CMOS ANALOGO;4
IEL1;"432";POST;IELE;TOPICOS AVANZADOS EN CONTROL;3
IEL1;"432";POST;IELE;TOPICOS AVANZADOS EN CONTROL;4
IEL1;"432";POST;IELE;CONTROL ROBUSTO INDUSTRIAL;3
IEL1;"434";POST;IELE;ECONOMIA DE LA INGENIERIA;3
IEL1;"434";POST;IELE;ECONOMIA DE LA INGENIERIA;4
IEL1;"435";POST;IELE;CONTROL SECUENCIAL Y REDES DE ;3
IEL1;"436";POST;IELE;TELETRAFICO;4
IEL1;"436";POST;IELE;TELETRAFICO;3
IEL1;"437";POST;IELE;SISTEM.DE COMUNICAC. DIGITALES;3
IEL1;"438";POST;IELE;CONTROL SISTEMAS DE POTENCIA;3
IEL1;"439";POST;IELE;DINAMICA DE SISTEMAS DE POTENC;4
IEL1;"439";POST;IELE;DINAMICA DE SISTEMAS DE POTENC;3
IEL1;"440";POST;IELE;DISEÑO VLSI;3
IEL1;"440";POST;IELE;DISENO VLSI;4
IEL1;"440";POST;IELE;DISENO VLSI;3
IEL1;"4401";POST;IELE;CONTROL SISTEMAS DE POTENCIA;4
IEL1;"4402";POST;IELE;DINAMICA DE SISTEMAS DE POTENC;4
IEL1;"4403";POST;IELE;PLANEAMIENTO ENERGETICO;4
IEL1;"4403";POST;IELE;MODELAJE Y ANALISIS ENERGETICO;4
IEL1;"4403";POST;IELE;PLANEAMIENTO ENERGETICO ;4
IEL1;"4404";POST;IELE;CALIDAD DE LA POTENCIA ELECTRI;4
IEL1;"4405";POST;IELE;TALL.PLANEAMIENT.ELECTRICO;4
IEL1;"4406";POST;IELE;ECONOMIA ELECTRICIDAD;4
IEL1;"4407";POST;IELE;REGULACION Y MERCADOS DE ENERG;4
IEL1;"4408";POST;IELE;ANALISIS Y MERCADOS DE ENERGIA;4
IEL1;"441";POST;IELE;CONTROL DE SIST. DE POTENCIA;4
IEL1;"441";POST;IELE;DISEÑO DE ASICS;3
IEL1;"4411";POST;IELE;CONTROL ESTABI SISTEM POTENCIA;4
IEL1;"442";POST;IELE;SISTEMAS DE MICROONDAS;4
IEL1;"443";POST;IELE;DISEÑO ELECTRON.ALTA FREC.;3
IEL1;"443";POST;IELE;DISEQO ELECTRON.ALTA FRECUENCI;4
IEL1;"444";POST;IELE;SISTEMAS DE COMUNICACIONES;4
IEL1;"444";POST;IELE;FILTROS DIGITALES;4
IEL1;"446";POST;IELE;DISEÑO CIRCUITOS INTEGRADOS;4
IEL1;"447";POST;IELE;TECNICAS AVANZADAS EN DISEÑO;3
IEL1;"447";POST;IELE;TECNICAS AVANZADAS EN DISEQO;4
IEL1;"448";POST;IELE;COMUNICACION SATELITAL;3
IEL1;"4501";POST;IELE;ONDITAS Y CAOS;4
IEL1;"4502";POST;IELE;TECNOLOGIA DE VOZ;4
IEL1;"4503";POST;IELE;TRATAMIENTO DIGITAL DE IMAGENE;4
IEL1;"4504";POST;IELE;TRANSFORMACION DE SENALES;4
IEL1;"452";POST;IELE;TECNOLOGIA DE VOZ;4
IEL1;"452";POST;IELE;TECNOLOGIA DE VOZ;3
IEL1;"453";POST;IELE;REDES NEURONALES;4
IEL1;"453";POST;IELE;REDES NEURONALES;3
IEL1;"454";POST;IELE;CMOS ANALOGO;3
IEL1;"454";POST;IELE;CMOS ANALOGO;4
IEL1;"455";POST;IELE;TRATAMIENTO DIGITAL DE IMAGENE;3
IEL1;"455";POST;IELE;TRATAMIENTO DIGITAL DE IMAGENE;4
IEL1;"456";POST;IELE;TEC. INTELIG. ARTIFICIAL;4
IEL1;"456";POST;IELE;COMPUTACION SOFT.;4
IEL1;"4601";POST;IELE;DISEÑO DE REDES INHALAM.;4
IEL1;"4602";POST;IELE;TEORIA DE COMUNICACIONES;4
IEL1;"4603";POST;IELE;TELETRAFICO;4
IEL1;"4604";POST;IELE;SISTEM.DE COMUNICAC. DIGITALES;4
IEL1;"4605";POST;IELE;SISTEMAS DE MICROONDAS;4
IEL1;"4606";POST;IELE;PLANEAM.REDES COMUNICACIONES;4
IEL1;"4607";POST;IELE;COMUNICACION SATELITAL;4
IEL1;"4608";POST;IELE;SIMULAC.EVENTOS DISCRETOS;4
IEL1;"4609";POST;IELE;SIMULACION REDES TELECOMUNICAC;4
IEL1;"4610";POST;IELE;TRANSMISION DIGITAL;4
IEL1;"4611";POST;IELE;ELECTROMAG. COMPUTACIONAL;4
IEL1;"4615";POST;IELE;CIRCUITOS DE MICROONDAS;4
IEL1;"4616";POST;IELE;SISTEMAS COMUNICAC INALAMBRICA;4
IEL1;"462";POST;IELE;INSTRUMENTACION BIOMEDICA;4
IEL1;"462";POST;IELE;INSTRUMENTACION BIOMEDICA;3
IEL1;"4620";POST;IELE;COMPATIBILIDAD ELECTROMAGNETIC;4
IEL1;"464";POST;IELE;REDES NEURONALES;3
IEL1;"464";POST;IELE;REDES NEURONALES;4
IEL1;"469";POST;IELE;TRANSF DE SENALES;3
IEL1;"472";POST;IELE;CONFIABILIDAD;3
IEL1;"472";POST;IELE;CONFIABILIDAD;4
IEL1;"473";POST;IELE;TALL.PLANEAMIENT.ELECTRICO;4
IEL1;"479";POST;IELE;ECONOMIA ELECTRICIDAD;3
IEL1;"481";POST;IELE;REGULACION Y MERCADOS DE ENERG;3
IEL1;"481";POST;IELE;REGULACION Y MERCADOS DE ENERG;4
IEL1;"482";POST;IELE;CONFIABILIDAD;3
IEL1;"484";POST;IELE;PLANEAM.REDES COMUNICACIONES;3
IEL1;"486";POST;IELE;ELECTRONICA INDUSTRIAL;4
IEL1;"487";POST;IELE;SIMULACION DE REDES DE COMUNIC;3
IEL1;"487";POST;IELE;SIMULAC.EVENTOS DISCRETOS;4
IEL1;"488";POST;IELE;CURSO TUTORIAL;4
IEL1;"488";POST;IELE;CURSO TUTURIAL;3
IEL1;"488";POST;IELE;CURSO TUTORIAL;3
IEL1;"489";POST;IELE;CONTROL EN TIEMPO REAL;4
IEL1;"489";POST;IELE;CONTROL EN TIEMPO REAL;3
IEL1;"490";POST;IELE;PROYECTO ESPECIAL 1;3
IEL1;"490";POST;IELE;PROBLEMA ESPECIAL 1;3
IEL1;"490";POST;IELE;PROYECTO ESPECIAL 1;4
IEL1;"491";POST;IELE;PROYECTO ESPECIAL 2;3
IEL1;"491";POST;IELE;PROYECTO ESPECIAL 2;4
IEL1;"491";POST;IELE;PROBLEMA ESPECIAL 2;3
IEL1;"497";POST;IELE;TESIS 2;8
IEL1;"498";POST;IELE;TESIS 1;0
IEL1;"498";POST;IELE;TESIS 1;4
IEL1;"498";POST;IELE;TESIS 1;3
IEL1;"499";POST;IELE;TESIS2;3
IEL1;"499";POST;IELE;TESIS2;4
IEL1;"499";POST;IELE;TESIS 2;3
IEL1;"499";POST;IELE;TESIS 2;4
IEL1;"4990";POST;IELE;INSCRIPCION A GRADO;0
IEL1;"513";POST;IELE;CONTROL AVANZADO;2
IEL1;"531";POST;IELE;TRANSMISION DIGITAL;2
IEL1;"535";POST;IELE;SIMULACION REDES TELECOMUNICAC;2
IEL1;"88";POST;IELE;CURSO TUTORIAL;4
IEL1;"999";PREG;IELE;REQUISITO DE IDIOMAS;0
IEL1;"999";POST;IELE;REQUISITO DE IDIOMAS;0
IEL2;"000";PREG;IELC;PREREQUISITO INGLES;0
IEL2;"000";PREG;IELC;REQUISITO INGLES;0
IEL2;"000";PREG;IELC;REQUISITO DE IDIOMAS;0
IEL2;"100";PREG;IELC;INTROD.ING.ELECTR.ELECTRON.;2
IEL2;"100";PREG;IELC;INTRODUCC.INGEN.ELECTRONICA;2
IEL2;"100";PREG;IELC;INTROD.ING.ELECTRIC Y ELECTRON;2
IEL2;"100";PREG;IELC;INTRODUCCION A ING ELECTRONICA;2
IEL2;"1001";PREG;IELC;INTROD.ING.ELECTR.ELECTRON.;2
IEL2;"1001";PREG;IELC;INTROD.ING.ELECTR.ELECTRON.;3
IEL2;"1002";PREG;IELC;LAB.INSTRUMENTOS;0
IEL2;"1003";PREG;IELC; FUNDAMENTOS DE SISTEMAS DIGIT;3
IEL2;"1004";PREG;IELC;LAB.SISTEMAS DIGITALES;0
IEL2;"101";PREG;IELC;LAB.INSTRUMENTOS;0
IEL2;"101";PREG;IELC;LABORARIO DE INSTRUMENTOS;2
IEL2;"101";PREG;IELC;LABORATORIO DE INSTRUMENTOS;0
IEL2;"102";PREG;IELC;LAB.INSTRUMENTOS;0
IEL2;"102";PREG;IELC;LABORATORIO DE INSTRUMENTACION;0
IEL2;"107";PREG;IELC;INT.SIST.DIGIT.;3
IEL2;"107";PREG;IELC;INTROD.SISTEMAS DIGITALES;3
IEL2;"107";PREG;IELC;FUNDAMENTOS SISTEMAS DIGITALES;3
IEL2;"108";PREG;IELC;LABORAT.FUNDA.SIST.DIGITALES;0
IEL2;"108";PREG;IELC;LAB.SIST.DIG;0
IEL2;"108";PREG;IELC;LAB.SISTEMAS DIGITALES;0
IEL2;"109";PREG;IELC;MODELAJE Y SINT. SIST DIGITALS;3
IEL2;"109";PREG;IELC;MODELAJE SISTEM.DIGITALES;3
IEL2;"110";PREG;IELC;LAB.MODELAJE SISTEM.DIGIT.;0
IEL2;"110";PREG;IELC;LAB.DESCR.ANALIS.SIST.DIGITALE;0
IEL2;"110";PREG;IELC;LAB.MODEL.SISTEM.DIGITALES;0
IEL2;"200";PREG;IELC;HIST.TELECOMUNICACIONES;3
IEL2;"200";PREG;IELC;HISTORIA DE LAS TELECOMUNICACI;3
IEL2;"200";PREG;IELC;HITORIA DE LAS TELECOMUNICAC.;3
IEL2;"202";PREG;IELC;REQ INGLES;0
IEL2;"202";PREG;IELC;REQ. INGLES;0
IEL2;"207";PREG;IELC;ARQ.COMPUT;3
IEL2;"207";PREG;IELC;ARQUITECT. DEL COMPUTADOR;3
IEL2;"207";PREG;IELC;ARQUITECTURA COMPUTADORES;3
IEL2;"207";PREG;IELC;ARQUITECTURA COMPUTADOR;3
IEL2;"208";PREG;IELC;LAB.ARQUITECT.COMPUTAD.;0
IEL2;"208";PREG;IELC;LAB.ARQ.COMP;3
IEL2;"208";PREG;IELC;LAB.ARQ.COMP;0
IEL2;"208";PREG;IELC;LABORATORIO ARQ. COMPUTADORES;0
IEL2;"2301";PREG;IELC;ELECTRONICA;3
IEL2;"2302";PREG;IELC;LAB   ELECTRONICA ;0
IEL2;"2302";PREG;IELC;LAB   ELECTRONICA;0
IEL2;"2303";PREG;IELC;ARQUITECTURA COMPUTADORES;3
IEL2;"2304";PREG;IELC;LAB.ARQ.COMP;0
IEL2;"2304";PREG;IELC;LAB. ARQ. COMPUTADORES;0
IEL2;"253";PREG;IELC;ELECTRONICA DIGITAL;3
IEL2;"254";PREG;IELC;LAB. ELECTRONICA DIGITAL;0
IEL2;"254";PREG;IELC;LAB. ELECTR. DIGITAL;0
IEL2;"255";PREG;IELC;ELECTRONICA;3
IEL2;"256";PREG;IELC;LABORATORIO DE ELECTRONICA;0
IEL2;"2601";PREG;IELC;HISTORIA DE LAS TELECOMUNICACI;3
IEL2;"3001";PREG;IELC;PROYECTO DE GRADO;3
IEL2;"301";PREG;IELC;PROYECTO DE GRADO;3
IEL2;"3201";PREG;IELC;ROBOTICA MOVIL;3
IEL2;"330";PREG;IELC;ELECTRÓNICA;3
IEL2;"330";PREG;IELC;ELECTRONICA ANALOGA ;3
IEL2;"330";PREG;IELC;ELECTRONICA ANALOGA;3
IEL2;"3301";PREG;IELC;ELECTRONICA ANALOGA;3
IEL2;"3302";PREG;IELC;LAB.ELECTRONICA ANALOGA;0
IEL2;"3303";PREG;IELC;ELECTRONICA DIGITAL;3
IEL2;"3304";PREG;IELC;LAB. ELECTRONICA  DIGITAL;0
IEL2;"3304";PREG;IELC;LAB. ELECTR. DIGITAL;0
IEL2;"3305";PREG;IELC;TALLER DE ELECTRONICA;3
IEL2;"3306";PREG;IELC;LAB.TALER DE ELECTRONICA;0
IEL2;"3307";PREG;IELC;TECNIC. DISEÑO ELECTRONICO;3
IEL2;"3308";PREG;IELC;LAB.TECNIC.DISEÑO ELECTRON.;0
IEL2;"3309";PREG;IELC;DISEÑO VLSI;3
IEL2;"3309";PREG;IELC;EMBEDDED SYSTEMS;3
IEL2;"331";PREG;IELC;LABOR.ELECTRONICA ANALOGA;0
IEL2;"331";PREG;IELC;LAB.ELECTRONICA ANALOGA;0
IEL2;"3310";PREG;IELC;ELECTRONICA DE POTENCIA;3
IEL2;"3311";PREG;IELC;DISENO VLSI;3
IEL2;"3312";PREG;IELC;ELECTRONICA INDUSTRIAL;3
IEL2;"3313";PREG;IELC;LABORAT. ELECTRONICA INDUSTRIA;0
IEL2;"340";PREG;IELC;TALLER DISEÑO ELECTRONICO;3
IEL2;"340";PREG;IELC;TALLER DE DISEQO ELECTRONICO;3
IEL2;"340";PREG;IELC;TALLER DE DISEÑO ELECTRONICO;3
IEL2;"340";PREG;IELC;TALLER DE ELECTRONICA;3
IEL2;"3401";PREG;IELC;INSTRUMENTACION ELECTRONICA;3
IEL2;"3401";PREG;IELE;INSTRUMENTACION ELECTRONICA;3
IEL2;"3402";PREG;IELC;LAB.INSTRUMENTACION ELECTRONIC;0
IEL2;"341";PREG;IELC;DISEÑO VLSI;3
IEL2;"342";PREG;IELC;LAB.TALER DE ELECTRONICA;0
IEL2;"350";PREG;IELC;ELECTRONICA DE POTENCIA;3
IEL2;"351";PREG;IELC;LATORATORIO ELECTRÓNICA;0
IEL2;"351";PREG;IELC;LAB.ELECTRONICA ANALOGA;0
IEL2;"353";PREG;IELC;ELECTRONICA DIGITAL;3
IEL2;"354";PREG;IELC;LAB. ELECTRONICA DIGITAL;0
IEL2;"355";PREG;IELC;TECNICAS AVANZ.DIS.ELECTRONICO;3
IEL2;"355";PREG;IELC;DISEQO VLSI;3
IEL2;"355";PREG;IELC;TECNIC.AVANZAD.DISEÑ.ELECTR.;3
IEL2;"355";PREG;IELC;TECNIC. DISEÑO ELECTRONICO;3
IEL2;"356";PREG;IELC;LAB.TECNIC.DISEÑO ELECTRON.;0
IEL2;"360";PREG;IELC;ROBOTICA MOVIL;3
IEL2;"3990";PREG;IELC;INSCRIPCION A GRADO;0
IEL2;"4301";POST;IELC;DISEÑO VLSI;4
IEL2;"4302";POST;IELE;SENSORES Y MICROSISTEMAS;4
IEL2;"4302";POST;IELC;SENSORES Y MICROSISTEMAS;4
IEL2;"4303";POST;IELC;MACHINE LEARNING;4
IEL2;"4303";POST;IELE;MACHINE LEARNING;4
IEL2;"4990";POST;IELE;INSCRIPCION A GRADO;0
IEL2;"4990";POST;IELC;INSCRIPCION A GRADO;0
IEL2;"999";POST;IELC;REQ. IDIOMA GRADO;0
IEL2;"999";PREG;IELC;REQ. IDIOMA GRADO;0
IEL2;"999";PREG;IELC;REQUISITO DE IDIOMAS;0
IGEN;"001";PREG;IGEN;INTRODUCCION INGENIERIA GENERA;2
IGEN;"001";PREG;IGEN;INTROD.INGEN.GENERAL;3
IGEN;"100";PREG;IGEN;TALLER EN DOCENCIA;1
IGEN;"100";PREG;IGEN;ACTIVIDADES CIVICAS;1
IGEN;"1001";PREG;IGEN;INTROD.INGEN.GENERAL;3
IGEN;"1002";PREG;IGEN;SEMINARIO DE ING. GENERAL;0
IGEN;"1002";PREG;IGEN;SEMINARIO DE ING. GENERAL;1
IGEN;"101";PREG;IGEN;TALLER EN DOCENCIA;2
